Student_ID,Total_Classes,Attended,Attendance_Percentage,Status,Dropout_Risk,Feedback,Sentiment
S02454,34.0,18.0,52.94117647058824,Shortage,Medium Risk,,
S02455,22.0,15.0,68.18181818181817,Shortage,Medium Risk,,
S02456,36.0,24.0,66.66666666666666,Shortage,Medium Risk,,
S02457,32.0,19.0,59.375,Shortage,Medium Risk,,
S02458,36.0,20.0,55.55555555555556,Shortage,Medium Risk,,
S02459,29.0,20.0,68.96551724137932,Shortage,Medium Risk,,
S02460,22.0,15.0,68.18181818181817,Shortage,Medium Risk,,
S02461,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
S02462,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S02463,21.0,13.0,61.90476190476191,Shortage,Medium Risk,,
S02464,27.0,16.0,59.25925925925925,Shortage,Medium Risk,,
S02465,33.0,22.0,66.66666666666666,Shortage,Medium Risk,,
S02466,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S02467,35.0,18.0,51.42857142857142,Shortage,Medium Risk,,
S02468,23.0,14.0,60.86956521739131,Shortage,Medium Risk,,
S02469,39.0,25.0,64.1025641025641,Shortage,Medium Risk,,
S02470,35.0,25.0,71.42857142857143,Shortage,Medium Risk,,
S02471,30.0,17.0,56.66666666666666,Shortage,Medium Risk,,
S02472,22.0,14.0,63.63636363636363,Shortage,Medium Risk,,
S02473,33.0,21.0,63.63636363636363,Shortage,Medium Risk,,
S02474,34.0,21.0,61.76470588235294,Shortage,Medium Risk,,
S02475,27.0,16.0,59.25925925925925,Shortage,Medium Risk,,
S02476,37.0,24.0,64.86486486486487,Shortage,Medium Risk,,
S02477,29.0,21.0,72.41379310344827,Shortage,Medium Risk,,
S02478,34.0,19.0,55.88235294117647,Shortage,Medium Risk,,
S02479,33.0,22.0,66.66666666666666,Shortage,Medium Risk,,
S02480,26.0,14.0,53.84615384615385,Shortage,Medium Risk,,
S02481,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S02482,24.0,17.0,70.83333333333334,Shortage,Medium Risk,,
S02483,24.0,16.0,66.66666666666666,Shortage,Medium Risk,,
S02484,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S02485,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S02486,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S02487,27.0,19.0,70.37037037037037,Shortage,Medium Risk,,
S02488,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S02489,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S02490,29.0,21.0,72.41379310344827,Shortage,Medium Risk,,
S02491,30.0,16.0,53.333333333333336,Shortage,Medium Risk,,
S02492,27.0,13.0,48.14814814814815,Shortage,High Risk,,
S02493,32.0,17.0,53.125,Shortage,Medium Risk,,
S02494,25.0,11.0,44.0,Shortage,High Risk,,
S02495,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S02496,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S02497,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
S02498,24.0,14.0,58.333333333333336,Shortage,Medium Risk,,
S02499,25.0,19.0,76.0,Safe,Low Risk,,
S02500,35.0,18.0,51.42857142857142,Shortage,Medium Risk,,
S02501,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S02502,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S02503,18.0,14.0,77.77777777777779,Safe,Low Risk,,
S02504,26.0,21.0,80.76923076923077,Safe,Low Risk,,
S02505,30.0,15.0,50.0,Shortage,Medium Risk,,
S02506,21.0,13.0,61.90476190476191,Shortage,Medium Risk,,
S02507,38.0,28.0,73.68421052631578,Shortage,Medium Risk,,
S02508,33.0,16.0,48.48484848484848,Shortage,High Risk,,
S02509,30.0,19.0,63.33333333333333,Shortage,Medium Risk,,
S02510,34.0,24.0,70.58823529411765,Shortage,Medium Risk,,
S02511,21.0,10.0,47.61904761904761,Shortage,High Risk,,
S02512,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S02513,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S02514,44.0,31.0,70.45454545454545,Shortage,Medium Risk,,
S02515,38.0,20.0,52.63157894736842,Shortage,Medium Risk,,
S02516,25.0,14.0,56.00000000000001,Shortage,Medium Risk,,
S02517,37.0,30.0,81.08108108108108,Safe,Low Risk,,
S02518,33.0,23.0,69.6969696969697,Shortage,Medium Risk,,
S02519,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S02520,19.0,12.0,63.1578947368421,Shortage,Medium Risk,,
S02521,28.0,15.0,53.57142857142857,Shortage,Medium Risk,,
S02522,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S02523,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S02524,34.0,25.0,73.52941176470588,Shortage,Medium Risk,,
S02525,36.0,25.0,69.44444444444444,Shortage,Medium Risk,,
S02526,30.0,22.0,73.33333333333333,Shortage,Medium Risk,,
S02527,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S02528,29.0,22.0,75.86206896551724,Safe,Low Risk,,
S02529,40.0,22.0,55.00000000000001,Shortage,Medium Risk,,
S02530,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
S02531,27.0,14.0,51.85185185185185,Shortage,Medium Risk,,
S02532,34.0,21.0,61.76470588235294,Shortage,Medium Risk,,
S02533,28.0,22.0,78.57142857142857,Safe,Low Risk,,
S02534,36.0,23.0,63.888888888888886,Shortage,Medium Risk,,
S02535,22.0,13.0,59.09090909090909,Shortage,Medium Risk,,
S02536,27.0,14.0,51.85185185185185,Shortage,Medium Risk,,
S02537,21.0,15.0,71.42857142857143,Shortage,Medium Risk,,
S02538,30.0,18.0,60.0,Shortage,Medium Risk,,
S02539,22.0,13.0,59.09090909090909,Shortage,Medium Risk,,
S02540,25.0,11.0,44.0,Shortage,High Risk,,
S02541,33.0,23.0,69.6969696969697,Shortage,Medium Risk,,
S02542,32.0,17.0,53.125,Shortage,Medium Risk,,
S02543,34.0,24.0,70.58823529411765,Shortage,Medium Risk,,
S02544,35.0,22.0,62.85714285714285,Shortage,Medium Risk,,
S02545,30.0,16.0,53.333333333333336,Shortage,Medium Risk,,
S02546,25.0,21.0,84.0,Safe,Low Risk,,
S02547,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S02548,31.0,26.0,83.87096774193549,Safe,Low Risk,,
S02549,19.0,12.0,63.1578947368421,Shortage,Medium Risk,,
S02550,27.0,18.0,66.66666666666666,Shortage,Medium Risk,,
S02551,28.0,16.0,57.14285714285714,Shortage,Medium Risk,,
S02552,31.0,19.0,61.29032258064516,Shortage,Medium Risk,,
S02553,50.0,30.0,60.0,Shortage,Medium Risk,,
S02554,35.0,27.0,77.14285714285715,Safe,Low Risk,,
S02555,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S02556,23.0,14.0,60.86956521739131,Shortage,Medium Risk,,
S02557,27.0,13.0,48.14814814814815,Shortage,High Risk,,
S02558,26.0,19.0,73.07692307692307,Shortage,Medium Risk,,
S02559,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S02560,43.0,34.0,79.06976744186046,Safe,Low Risk,,
S02561,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S02562,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S02563,30.0,16.0,53.333333333333336,Shortage,Medium Risk,,
S02564,32.0,19.0,59.375,Shortage,Medium Risk,,
S02565,29.0,22.0,75.86206896551724,Safe,Low Risk,,
S02566,32.0,18.0,56.25,Shortage,Medium Risk,,
S02567,19.0,10.0,52.63157894736842,Shortage,Medium Risk,,
S02568,21.0,13.0,61.90476190476191,Shortage,Medium Risk,,
S02569,29.0,21.0,72.41379310344827,Shortage,Medium Risk,,
S02570,23.0,16.0,69.56521739130434,Shortage,Medium Risk,,
S02571,36.0,21.0,58.333333333333336,Shortage,Medium Risk,,
S02572,30.0,13.0,43.333333333333336,Shortage,High Risk,,
S02573,31.0,20.0,64.51612903225806,Shortage,Medium Risk,,
S02574,33.0,22.0,66.66666666666666,Shortage,Medium Risk,,
S02575,25.0,17.0,68.0,Shortage,Medium Risk,,
S02576,23.0,16.0,69.56521739130434,Shortage,Medium Risk,,
S02577,19.0,15.0,78.94736842105263,Safe,Low Risk,,
S02578,28.0,21.0,75.0,Safe,Low Risk,,
S02579,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S02580,41.0,25.0,60.97560975609756,Shortage,Medium Risk,,
S02581,34.0,20.0,58.82352941176471,Shortage,Medium Risk,,
S02582,24.0,15.0,62.5,Shortage,Medium Risk,,
S02583,22.0,15.0,68.18181818181817,Shortage,Medium Risk,,
S02584,35.0,18.0,51.42857142857142,Shortage,Medium Risk,,
S02585,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S02586,33.0,21.0,63.63636363636363,Shortage,Medium Risk,,
S02587,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S02588,30.0,16.0,53.333333333333336,Shortage,Medium Risk,,
S02589,31.0,16.0,51.61290322580645,Shortage,Medium Risk,,
S02590,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S02591,34.0,21.0,61.76470588235294,Shortage,Medium Risk,,
S02592,43.0,34.0,79.06976744186046,Safe,Low Risk,,
S02593,32.0,20.0,62.5,Shortage,Medium Risk,,
S02594,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S02595,40.0,25.0,62.5,Shortage,Medium Risk,,
S02596,26.0,16.0,61.53846153846154,Shortage,Medium Risk,,
S02597,32.0,18.0,56.25,Shortage,Medium Risk,,
S02598,23.0,18.0,78.26086956521739,Safe,Low Risk,,
S02599,20.0,15.0,75.0,Safe,Low Risk,,
S02600,37.0,24.0,64.86486486486487,Shortage,Medium Risk,,
S02601,21.0,13.0,61.90476190476191,Shortage,Medium Risk,,
S02602,38.0,22.0,57.89473684210527,Shortage,Medium Risk,,
S02603,38.0,21.0,55.26315789473685,Shortage,Medium Risk,,
S02604,31.0,20.0,64.51612903225806,Shortage,Medium Risk,,
S02605,27.0,21.0,77.77777777777779,Safe,Low Risk,,
S02606,27.0,18.0,66.66666666666666,Shortage,Medium Risk,,
S02607,27.0,15.0,55.55555555555556,Shortage,Medium Risk,,
S02608,38.0,25.0,65.78947368421053,Shortage,Medium Risk,,
S02609,31.0,16.0,51.61290322580645,Shortage,Medium Risk,,
S02610,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S02611,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S02612,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S02613,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S02614,42.0,23.0,54.761904761904766,Shortage,Medium Risk,,
S02615,35.0,25.0,71.42857142857143,Shortage,Medium Risk,,
S02616,34.0,19.0,55.88235294117647,Shortage,Medium Risk,,
S02617,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S02618,23.0,13.0,56.52173913043478,Shortage,Medium Risk,,
S02619,39.0,18.0,46.15384615384615,Shortage,High Risk,,
S02620,38.0,30.0,78.94736842105263,Safe,Low Risk,,
S02621,26.0,18.0,69.23076923076923,Shortage,Medium Risk,,
S02622,31.0,20.0,64.51612903225806,Shortage,Medium Risk,,
S02623,23.0,11.0,47.82608695652174,Shortage,High Risk,,
S02624,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S02625,40.0,29.0,72.5,Shortage,Medium Risk,,
S02626,33.0,25.0,75.75757575757575,Safe,Low Risk,,
S02627,30.0,14.0,46.66666666666666,Shortage,High Risk,,
S02628,31.0,21.0,67.74193548387096,Shortage,Medium Risk,,
S02629,39.0,30.0,76.92307692307693,Safe,Low Risk,,
S02630,33.0,22.0,66.66666666666666,Shortage,Medium Risk,,
S02631,29.0,15.0,51.72413793103448,Shortage,Medium Risk,,
S02632,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S02633,25.0,16.0,64.0,Shortage,Medium Risk,,
S02634,30.0,17.0,56.66666666666666,Shortage,Medium Risk,,
S02635,27.0,18.0,66.66666666666666,Shortage,Medium Risk,,
S02636,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S02637,29.0,16.0,55.172413793103445,Shortage,Medium Risk,,
S02638,36.0,25.0,69.44444444444444,Shortage,Medium Risk,,
S02639,30.0,18.0,60.0,Shortage,Medium Risk,,
S02640,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S02641,34.0,24.0,70.58823529411765,Shortage,Medium Risk,,
S02642,33.0,16.0,48.48484848484848,Shortage,High Risk,,
S02643,36.0,20.0,55.55555555555556,Shortage,Medium Risk,,
S02644,28.0,15.0,53.57142857142857,Shortage,Medium Risk,,
S02645,32.0,19.0,59.375,Shortage,Medium Risk,,
S02646,27.0,17.0,62.96296296296296,Shortage,Medium Risk,,
S02647,30.0,15.0,50.0,Shortage,Medium Risk,,
S02648,24.0,17.0,70.83333333333334,Shortage,Medium Risk,,
S02649,32.0,21.0,65.625,Shortage,Medium Risk,,
S02650,27.0,15.0,55.55555555555556,Shortage,Medium Risk,,
S02651,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S02652,31.0,21.0,67.74193548387096,Shortage,Medium Risk,,
S02653,35.0,22.0,62.85714285714285,Shortage,Medium Risk,,
S02654,30.0,23.0,76.66666666666667,Safe,Low Risk,,
S02655,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S02656,39.0,25.0,64.1025641025641,Shortage,Medium Risk,,
S02657,24.0,13.0,54.16666666666666,Shortage,Medium Risk,,
S02658,31.0,20.0,64.51612903225806,Shortage,Medium Risk,,
S02659,12.0,9.0,75.0,Safe,Low Risk,,
S02660,35.0,18.0,51.42857142857142,Shortage,Medium Risk,,
S02661,30.0,21.0,70.0,Shortage,Medium Risk,,
S02662,44.0,28.0,63.63636363636363,Shortage,Medium Risk,,
S02663,31.0,19.0,61.29032258064516,Shortage,Medium Risk,,
S02664,45.0,26.0,57.77777777777777,Shortage,Medium Risk,,
S02665,37.0,28.0,75.67567567567568,Safe,Low Risk,,
S02666,21.0,14.0,66.66666666666666,Shortage,Medium Risk,,
S02667,32.0,17.0,53.125,Shortage,Medium Risk,,
S02668,20.0,13.0,65.0,Shortage,Medium Risk,,
S02669,28.0,15.0,53.57142857142857,Shortage,Medium Risk,,
S02670,33.0,23.0,69.6969696969697,Shortage,Medium Risk,,
S02671,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S02672,28.0,15.0,53.57142857142857,Shortage,Medium Risk,,
S02673,22.0,17.0,77.27272727272727,Safe,Low Risk,,
S02674,25.0,14.0,56.00000000000001,Shortage,Medium Risk,,
S02675,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S02676,34.0,25.0,73.52941176470588,Shortage,Medium Risk,,
S02677,29.0,20.0,68.96551724137932,Shortage,Medium Risk,,
S02678,26.0,15.0,57.692307692307686,Shortage,Medium Risk,,
S02679,26.0,18.0,69.23076923076923,Shortage,Medium Risk,,
S02680,31.0,19.0,61.29032258064516,Shortage,Medium Risk,,
S02681,27.0,14.0,51.85185185185185,Shortage,Medium Risk,,
S02682,20.0,9.0,45.0,Shortage,High Risk,,
S02683,31.0,19.0,61.29032258064516,Shortage,Medium Risk,,
S02684,35.0,20.0,57.14285714285714,Shortage,Medium Risk,,
S02685,37.0,22.0,59.45945945945946,Shortage,Medium Risk,,
S02686,32.0,22.0,68.75,Shortage,Medium Risk,,
S02687,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S02688,25.0,15.0,60.0,Shortage,Medium Risk,,
S02689,26.0,16.0,61.53846153846154,Shortage,Medium Risk,,
S02690,26.0,19.0,73.07692307692307,Shortage,Medium Risk,,
S02691,38.0,23.0,60.526315789473685,Shortage,Medium Risk,,
S02692,30.0,18.0,60.0,Shortage,Medium Risk,,
S02693,34.0,25.0,73.52941176470588,Shortage,Medium Risk,,
S02694,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S02695,31.0,18.0,58.06451612903226,Shortage,Medium Risk,,
S02696,33.0,22.0,66.66666666666666,Shortage,Medium Risk,,
S02697,22.0,13.0,59.09090909090909,Shortage,Medium Risk,,
S02698,29.0,15.0,51.72413793103448,Shortage,Medium Risk,,
S02699,26.0,15.0,57.692307692307686,Shortage,Medium Risk,,
S02700,30.0,18.0,60.0,Shortage,Medium Risk,,
S02701,29.0,15.0,51.72413793103448,Shortage,Medium Risk,,
S02702,37.0,24.0,64.86486486486487,Shortage,Medium Risk,,
S02703,30.0,23.0,76.66666666666667,Safe,Low Risk,,
S02704,34.0,18.0,52.94117647058824,Shortage,Medium Risk,,
S02705,31.0,21.0,67.74193548387096,Shortage,Medium Risk,,
S02706,32.0,17.0,53.125,Shortage,Medium Risk,,
S02707,27.0,18.0,66.66666666666666,Shortage,Medium Risk,,
S02708,42.0,25.0,59.523809523809526,Shortage,Medium Risk,,
S02709,36.0,21.0,58.333333333333336,Shortage,Medium Risk,,
S02710,28.0,20.0,71.42857142857143,Shortage,Medium Risk,,
S02711,26.0,20.0,76.92307692307693,Safe,Low Risk,,
S02712,39.0,26.0,66.66666666666666,Shortage,Medium Risk,,
S02713,34.0,21.0,61.76470588235294,Shortage,Medium Risk,,
S02714,24.0,18.0,75.0,Safe,Low Risk,,
S02715,24.0,15.0,62.5,Shortage,Medium Risk,,
S02716,18.0,12.0,66.66666666666666,Shortage,Medium Risk,,
S02717,33.0,25.0,75.75757575757575,Safe,Low Risk,,
S02718,38.0,22.0,57.89473684210527,Shortage,Medium Risk,,
S02719,32.0,21.0,65.625,Shortage,Medium Risk,,
S02720,27.0,16.0,59.25925925925925,Shortage,Medium Risk,,
S02721,25.0,15.0,60.0,Shortage,Medium Risk,,
S02722,31.0,13.0,41.935483870967744,Shortage,High Risk,,
S02723,31.0,19.0,61.29032258064516,Shortage,Medium Risk,,
S02724,28.0,15.0,53.57142857142857,Shortage,Medium Risk,,
S02725,30.0,18.0,60.0,Shortage,Medium Risk,,
S02726,32.0,21.0,65.625,Shortage,Medium Risk,,
S02727,29.0,15.0,51.72413793103448,Shortage,Medium Risk,,
S02728,36.0,26.0,72.22222222222221,Shortage,Medium Risk,,
S02729,25.0,18.0,72.0,Shortage,Medium Risk,,
S02730,20.0,12.0,60.0,Shortage,Medium Risk,,
S02731,25.0,15.0,60.0,Shortage,Medium Risk,,
S02732,22.0,16.0,72.72727272727273,Shortage,Medium Risk,,
S02733,23.0,16.0,69.56521739130434,Shortage,Medium Risk,,
S02734,36.0,23.0,63.888888888888886,Shortage,Medium Risk,,
S02735,35.0,19.0,54.285714285714285,Shortage,Medium Risk,,
S02736,28.0,16.0,57.14285714285714,Shortage,Medium Risk,,
S02737,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S02738,20.0,14.0,70.0,Shortage,Medium Risk,,
S02739,26.0,17.0,65.38461538461539,Shortage,Medium Risk,,
S02740,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S02741,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S02742,38.0,22.0,57.89473684210527,Shortage,Medium Risk,,
S02743,27.0,14.0,51.85185185185185,Shortage,Medium Risk,,
S02744,30.0,17.0,56.66666666666666,Shortage,Medium Risk,,
S02745,33.0,20.0,60.60606060606061,Shortage,Medium Risk,,
S02746,26.0,12.0,46.15384615384615,Shortage,High Risk,,
S02747,26.0,16.0,61.53846153846154,Shortage,Medium Risk,,
S02748,24.0,18.0,75.0,Safe,Low Risk,,
S02749,28.0,10.0,35.714285714285715,Shortage,High Risk,,
S02750,32.0,18.0,56.25,Shortage,Medium Risk,,
S02751,30.0,24.0,80.0,Safe,Low Risk,,
S02752,30.0,19.0,63.33333333333333,Shortage,Medium Risk,,
S02753,26.0,13.0,50.0,Shortage,Medium Risk,,
S02754,27.0,22.0,81.48148148148148,Safe,Low Risk,,
S02755,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
S02756,23.0,12.0,52.17391304347826,Shortage,Medium Risk,,
S02757,24.0,13.0,54.16666666666666,Shortage,Medium Risk,,
S02758,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S02759,32.0,19.0,59.375,Shortage,Medium Risk,,
S02760,38.0,29.0,76.31578947368422,Safe,Low Risk,,
S02761,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S02762,28.0,16.0,57.14285714285714,Shortage,Medium Risk,,
S02763,29.0,21.0,72.41379310344827,Shortage,Medium Risk,,
S02764,28.0,19.0,67.85714285714286,Shortage,Medium Risk,,
S02765,31.0,15.0,48.38709677419355,Shortage,High Risk,,
S02766,22.0,13.0,59.09090909090909,Shortage,Medium Risk,,
S02767,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S02768,24.0,19.0,79.16666666666666,Safe,Low Risk,,
S02769,39.0,21.0,53.84615384615385,Shortage,Medium Risk,,
S02770,29.0,21.0,72.41379310344827,Shortage,Medium Risk,,
S02771,32.0,18.0,56.25,Shortage,Medium Risk,,
S02772,28.0,14.0,50.0,Shortage,Medium Risk,,
S02773,29.0,17.0,58.620689655172406,Shortage,Medium Risk,,
S02774,25.0,17.0,68.0,Shortage,Medium Risk,,
S02775,18.0,15.0,83.33333333333334,Safe,Low Risk,,
S02776,39.0,21.0,53.84615384615385,Shortage,Medium Risk,,
S02777,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S02778,33.0,19.0,57.57575757575758,Shortage,Medium Risk,,
S02779,37.0,26.0,70.27027027027027,Shortage,Medium Risk,,
S02780,43.0,26.0,60.46511627906976,Shortage,Medium Risk,,
S02781,21.0,15.0,71.42857142857143,Shortage,Medium Risk,,
S02782,29.0,24.0,82.75862068965517,Safe,Low Risk,,
S02783,31.0,19.0,61.29032258064516,Shortage,Medium Risk,,
S02784,44.0,31.0,70.45454545454545,Shortage,Medium Risk,,
S02785,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
S02786,38.0,18.0,47.368421052631575,Shortage,High Risk,,
S02787,31.0,13.0,41.935483870967744,Shortage,High Risk,,
S02788,34.0,26.0,76.47058823529412,Safe,Low Risk,,
S02789,31.0,18.0,58.06451612903226,Shortage,Medium Risk,,
S02790,30.0,21.0,70.0,Shortage,Medium Risk,,
S02791,29.0,13.0,44.82758620689656,Shortage,High Risk,,
S02792,36.0,22.0,61.11111111111112,Shortage,Medium Risk,,
S02793,22.0,15.0,68.18181818181817,Shortage,Medium Risk,,
S02794,36.0,21.0,58.333333333333336,Shortage,Medium Risk,,
S02795,30.0,20.0,66.66666666666666,Shortage,Medium Risk,,
S02796,29.0,12.0,41.37931034482759,Shortage,High Risk,,
S02797,30.0,17.0,56.66666666666666,Shortage,Medium Risk,,
S02798,36.0,19.0,52.77777777777778,Shortage,Medium Risk,,
S02799,31.0,22.0,70.96774193548387,Shortage,Medium Risk,,
S02800,28.0,12.0,42.85714285714285,Shortage,High Risk,,
S02801,37.0,21.0,56.75675675675676,Shortage,Medium Risk,,
S02802,37.0,17.0,45.94594594594595,Shortage,High Risk,,
S02803,32.0,16.0,50.0,Shortage,Medium Risk,,
S02804,22.0,14.0,63.63636363636363,Shortage,Medium Risk,,
S02805,22.0,12.0,54.54545454545454,Shortage,Medium Risk,,
S02806,20.0,12.0,60.0,Shortage,Medium Risk,,
S02807,22.0,11.0,50.0,Shortage,Medium Risk,,
S02808,25.0,16.0,64.0,Shortage,Medium Risk,,
S02809,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S02810,36.0,20.0,55.55555555555556,Shortage,Medium Risk,,
S02811,29.0,13.0,44.82758620689656,Shortage,High Risk,,
S02812,42.0,22.0,52.38095238095239,Shortage,Medium Risk,,
S02813,32.0,16.0,50.0,Shortage,Medium Risk,,
S02814,35.0,21.0,60.0,Shortage,Medium Risk,,
S02815,25.0,17.0,68.0,Shortage,Medium Risk,,
S02816,29.0,18.0,62.06896551724138,Shortage,Medium Risk,,
S02817,37.0,16.0,43.24324324324324,Shortage,High Risk,,
S02818,28.0,16.0,57.14285714285714,Shortage,Medium Risk,,
S02819,32.0,21.0,65.625,Shortage,Medium Risk,,
S02820,32.0,18.0,56.25,Shortage,Medium Risk,,
S02821,34.0,20.0,58.82352941176471,Shortage,Medium Risk,,
S02822,34.0,16.0,47.05882352941176,Shortage,High Risk,,
S02823,36.0,29.0,80.55555555555556,Safe,Low Risk,,
S02824,27.0,16.0,59.25925925925925,Shortage,Medium Risk,,
S02825,32.0,23.0,71.875,Shortage,Medium Risk,,
S02826,36.0,23.0,63.888888888888886,Shortage,Medium Risk,,
S02827,22.0,16.0,72.72727272727273,Shortage,Medium Risk,,
S02828,26.0,13.0,50.0,Shortage,Medium Risk,,
S02829,33.0,25.0,75.75757575757575,Safe,Low Risk,,
S02830,24.0,18.0,75.0,Safe,Low Risk,,
S02831,24.0,14.0,58.333333333333336,Shortage,Medium Risk,,
S02832,26.0,14.0,53.84615384615385,Shortage,Medium Risk,,
S02833,32.0,23.0,71.875,Shortage,Medium Risk,,
S02834,23.0,16.0,69.56521739130434,Shortage,Medium Risk,,
S02835,36.0,24.0,66.66666666666666,Shortage,Medium Risk,,
S02836,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
S02837,25.0,16.0,64.0,Shortage,Medium Risk,,
S02838,32.0,20.0,62.5,Shortage,Medium Risk,,
S02839,28.0,20.0,71.42857142857143,Shortage,Medium Risk,,
S02840,30.0,19.0,63.33333333333333,Shortage,Medium Risk,,
S02841,24.0,11.0,45.83333333333333,Shortage,High Risk,,
S02842,31.0,23.0,74.19354838709677,Shortage,Medium Risk,,
S02843,28.0,21.0,75.0,Safe,Low Risk,,
S02844,23.0,13.0,56.52173913043478,Shortage,Medium Risk,,
S02845,26.0,18.0,69.23076923076923,Shortage,Medium Risk,,
S02846,33.0,21.0,63.63636363636363,Shortage,Medium Risk,,
S02847,33.0,21.0,63.63636363636363,Shortage,Medium Risk,,
S02848,33.0,15.0,45.45454545454545,Shortage,High Risk,,
S02849,35.0,24.0,68.57142857142857,Shortage,Medium Risk,,
S02850,37.0,25.0,67.56756756756756,Shortage,Medium Risk,,
S02851,31.0,19.0,61.29032258064516,Shortage,Medium Risk,,
S02852,28.0,17.0,60.71428571428571,Shortage,Medium Risk,,
S02853,23.0,17.0,73.91304347826086,Shortage,Medium Risk,,
S02854,29.0,19.0,65.51724137931035,Shortage,Medium Risk,,
S02855,33.0,24.0,72.72727272727273,Shortage,Medium Risk,,
S02856,29.0,20.0,68.96551724137932,Shortage,Medium Risk,,
S02857,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S02858,34.0,24.0,70.58823529411765,Shortage,Medium Risk,,
S02859,39.0,25.0,64.1025641025641,Shortage,Medium Risk,,
S02860,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S02861,29.0,16.0,55.172413793103445,Shortage,Medium Risk,,
S02862,41.0,21.0,51.21951219512195,Shortage,Medium Risk,,
S02863,37.0,21.0,56.75675675675676,Shortage,Medium Risk,,
S02864,23.0,14.0,60.86956521739131,Shortage,Medium Risk,,
S02865,34.0,22.0,64.70588235294117,Shortage,Medium Risk,,
S02866,32.0,24.0,75.0,Safe,Low Risk,,
S02867,22.0,14.0,63.63636363636363,Shortage,Medium Risk,,
S02868,32.0,20.0,62.5,Shortage,Medium Risk,,
S02869,26.0,15.0,57.692307692307686,Shortage,Medium Risk,,
S02870,27.0,14.0,51.85185185185185,Shortage,Medium Risk,,
S02871,29.0,14.0,48.27586206896552,Shortage,High Risk,,
S02872,30.0,16.0,53.333333333333336,Shortage,Medium Risk,,
S02873,28.0,18.0,64.28571428571429,Shortage,Medium Risk,,
S02874,25.0,16.0,64.0,Shortage,Medium Risk,,
S02875,31.0,17.0,54.83870967741935,Shortage,Medium Risk,,
